N,Z,A,Element,Mass Excess (keV),ME Error Margin,ME Calculated?,Binding Energy Per Nucleon (keV),BEN Error Margin,BEN Calculated?,Beta Decay Energy (keV),BDE Error Margin,BDE Calculated?,Atomic Mass (u),AM Error Margin,AM Calculated?
149,94,243,Pu,57754.561,2.542,calculated,7531.0087,0.0105,calculated,579.5559,2.6216,calculated,243.062002068,2.728,calculated
148,95,243,Am,57175.005,1.388,calculated,7530.1742,0.0057,calculated,-6.9302,1.5692,calculated,243.061379889,1.49,calculated
147,96,243,Cm,57181.936,1.496,calculated,7526.9261,0.0062,calculated,-1507.6936,4.5065,calculated,243.061387329,1.605,calculated
146,97,243,Bk,58689.629,4.524,calculated,7517.5021,0.0186,calculated,-2300.0,181.0,estimated,243.063005905,4.856,calculated
145,98,243,Cf,60990.0,181.0,estimated,7505.0,1.0,estimated,-3757.0,275.0,estimated,243.065475,194.0,estimated
144,99,243,Es,64747.0,207.0,estimated,7486.0,1.0,estimated,-4569.0,245.0,estimated,243.069508,222.0,estimated
143,100,243,Fm,69316.0,130.0,estimated,7464.0,1.0,estimated,,,absent,243.074414,140.0,estimated
151,93,244,Np,63240.0,100.0,estimated,7514.0,0.0,estimated,3434.0,100.0,estimated,244.067891,107.0,estimated
150,94,244,Pu,59806.021,2.346,calculated,7524.8154,0.0096,calculated,-73.1143,2.6856,calculated,244.064204401,2.518,calculated
149,95,244,Am,59879.135,1.491,calculated,7521.3095,0.0061,calculated,1427.3,1.0,calculated,244.064282892,1.6,calculated
148,96,244,Cm,58451.835,1.106,calculated,7523.9527,0.0045,calculated,-2261.9902,14.3567,calculated,244.062750622,1.187,calculated
147,97,244,Bk,60713.825,14.399,calculated,7511.4759,0.059,calculated,-764.2709,14.5724,calculated,244.065178969,15.457,calculated
146,98,244,Cf,61478.096,2.617,calculated,7505.1373,0.0107,calculated,-4547.0,181.0,estimated,244.065999447,2.809,calculated
145,99,244,Es,66026.0,181.0,estimated,7483.0,1.0,estimated,-2938.0,271.0,estimated,244.070881,195.0,estimated
144,100,244,Fm,68964.0,201.0,estimated,7468.0,1.0,estimated,-6634.0,425.0,estimated,244.074036,216.0,estimated
143,101,244,Md,75597.0,374.0,estimated,7438.0,2.0,estimated,,,absent,244.081157,402.0,estimated
152,93,245,Np,65850.0,200.0,estimated,7506.0,1.0,estimated,2672.0,201.0,estimated,245.070693,215.0,estimated
151,94,245,Pu,63178.173,13.62,calculated,7513.2822,0.0556,calculated,1277.7559,13.7334,calculated,245.067824554,14.621,calculated
150,95,245,Am,61900.417,1.886,calculated,7515.3043,0.0077,calculated,895.8929,1.5491,calculated,245.066452827,2.024,calculated
149,96,245,Cm,61004.524,1.149,calculated,7515.7677,0.0047,calculated,-809.2519,1.4964,calculated,245.065491047,1.233,calculated
148,97,245,Bk,61813.776,1.792,calculated,7509.2714,0.0073,calculated,-1571.3755,2.5861,calculated,245.066359814,1.923,calculated
147,98,245,Cf,63385.151,2.428,calculated,7499.6644,0.0099,calculated,-2930.0,165.0,estimated,245.068046755,2.606,calculated
146,99,245,Es,66315.0,165.0,estimated,7485.0,1.0,estimated,-3877.0,256.0,estimated,245.071192,178.0,estimated
145,100,245,Fm,70192.0,195.0,estimated,7465.0,1.0,estimated,-5133.0,325.0,estimated,245.075354,210.0,estimated
144,101,245,Md,75325.0,260.0,estimated,7441.0,1.0,estimated,,,absent,245.080864,279.0,estimated
152,94,246,Pu,65394.772,14.985,calculated,7506.5401,0.0609,calculated,401.0,14.0,estimated,246.070204172,16.087,calculated
151,95,246,Am,64994.0,18.0,estimated,7505.0,0.0,estimated,2377.0,18.0,estimated,246.069774,19.0,estimated
150,96,246,Cm,62616.912,1.525,calculated,7511.4716,0.0062,calculated,-1350.0,60.0,calculated,246.067222016,1.637,calculated
149,97,246,Bk,63966.912,60.019,calculated,7502.8035,0.244,calculated,-123.3159,60.0198,calculated,246.0686713,64.433,calculated
148,98,246,Cf,64090.228,1.514,calculated,7499.122,0.0062,calculated,-3728.5741,89.9373,calculated,246.068803685,1.625,calculated
147,99,246,Es,67818.802,89.925,calculated,7480.7849,0.3655,calculated,-2372.3848,90.9577,calculated,246.072806474,96.538,calculated
146,100,246,Fm,70191.187,13.67,calculated,7467.9608,0.0556,calculated,-5924.0,260.0,estimated,246.075353334,14.675,calculated
145,101,246,Md,76115.0,260.0,estimated,7441.0,1.0,estimated,,,absent,246.081713,279.0,estimated
153,94,247,Pu,69210.0,200.0,estimated,7493.0,1.0,estimated,2057.0,224.0,estimated,247.0743,215.0,estimated
152,95,247,Am,67153.0,100.0,estimated,7499.0,0.0,estimated,1620.0,100.0,estimated,247.072092,107.0,estimated
151,96,247,Cm,65533.105,3.797,calculated,7501.9318,0.0154,calculated,43.5841,6.3245,calculated,247.070352678,4.076,calculated
150,97,247,Bk,65489.521,5.189,calculated,7498.9408,0.021,calculated,-619.8711,15.2376,calculated,247.070305889,5.57,calculated
149,98,247,Cf,66109.392,14.327,calculated,7493.2638,0.058,calculated,-2469.0006,24.1495,calculated,247.070971348,15.38,calculated
148,99,247,Es,68578.393,19.441,calculated,7480.1005,0.0787,calculated,-3094.0,182.0,estimated,247.073621929,20.87,calculated
147,100,247,Fm,71672.0,181.0,estimated,7464.0,1.0,estimated,-4263.0,275.0,estimated,247.076944,194.0,estimated
146,101,247,Md,75936.0,207.0,estimated,7444.0,1.0,estimated,,,absent,247.08152,223.0,estimated
153,95,248,Am,70563.0,200.0,estimated,7487.0,1.0,estimated,3170.0,200.0,estimated,248.075752,215.0,estimated
152,96,248,Cm,67392.748,2.358,calculated,7496.7291,0.0095,calculated,-738.3049,50.0026,calculated,248.072349086,2.531,calculated
151,97,248,Bk,68131.053,50.058,calculated,7490.5975,0.2018,calculated,893.1015,50.3143,calculated,248.073141689,53.739,calculated
150,98,248,Cf,67237.951,5.121,calculated,7491.044,0.0207,calculated,-3061.0,53.0,estimated,248.072182905,5.497,calculated
149,99,248,Es,70299.0,52.0,estimated,7476.0,0.0,estimated,-1599.0,53.0,estimated,248.075469,56.0,estimated
148,100,248,Fm,71897.793,8.497,calculated,7465.9451,0.0343,calculated,-5050.0,184.0,estimated,248.077185451,9.122,calculated
147,101,248,Md,76948.0,184.0,estimated,7442.0,1.0,estimated,-3741.0,290.0,estimated,248.082607,198.0,estimated
146,102,248,No,80689.0,224.0,estimated,7424.0,1.0,estimated,,,absent,248.086623,241.0,estimated
154,95,249,Am,73104.0,298.0,estimated,7479.0,1.0,estimated,2353.0,298.0,estimated,249.07848,320.0,estimated
153,96,249,Cm,70750.696,2.371,calculated,7485.551,0.0095,calculated,904.363,2.5934,calculated,249.075953992,2.545,calculated
152,97,249,Bk,69846.333,1.248,calculated,7486.041,0.005,calculated,123.6,0.4,calculated,249.074983118,1.339,calculated
151,98,249,Cf,69722.733,1.182,calculated,7483.3954,0.0048,calculated,-1452.0,30.0,estimated,249.074850428,1.269,calculated
150,99,249,Es,71175.0,30.0,estimated,7474.0,0.0,estimated,-2344.0,31.0,estimated,249.076409,32.0,estimated
149,100,249,Fm,73519.143,6.212,calculated,7461.8649,0.0249,calculated,-3661.8091,164.5418,calculated,249.078926042,6.668,calculated
148,101,249,Md,77180.952,164.425,calculated,7444.0169,0.6603,calculated,-4606.0,324.0,estimated,249.082857155,176.516,calculated
147,102,249,No,81787.0,279.0,estimated,7422.0,1.0,estimated,,,absent,249.087802,300.0,estimated
154,96,250,Cm,72989.588,10.274,calculated,7478.9385,0.0411,calculated,37.582,10.6414,calculated,250.078357541,11.029,calculated
153,97,250,Bk,72952.006,2.898,calculated,7475.9594,0.0116,calculated,1781.6696,2.4561,calculated,250.078317195,3.11,calculated
152,98,250,Cf,71170.336,1.538,calculated,7479.9567,0.0062,calculated,-2055.0,100.0,estimated,250.076404494,1.65,calculated
151,99,250,Es,73225.0,100.0,estimated,7469.0,0.0,estimated,-847.0,100.0,estimated,250.078611,107.0,estimated
150,100,250,Fm,74072.193,7.888,calculated,7462.0905,0.0316,calculated,-4326.9476,91.2615,calculated,250.079519765,8.468,calculated
149,101,250,Md,78399.14,90.92,calculated,7441.6533,0.3637,calculated,-3167.0,220.0,estimated,250.084164934,97.606,calculated
148,102,250,No,81566.0,200.0,estimated,7426.0,1.0,estimated,,,absent,250.087565,215.0,estimated
155,96,251,Cm,76647.981,22.698,calculated,7466.7233,0.0904,calculated,1420.0,20.0,calculated,251.082284988,24.367,calculated
154,97,251,Bk,75227.981,10.734,calculated,7469.2637,0.0428,calculated,1093.0,10.0,calculated,251.080760555,11.523,calculated
153,98,251,Cf,74134.981,3.901,calculated,7470.5014,0.0155,calculated,-376.566,6.4677,calculated,251.079587171,4.187,calculated
152,99,251,Es,74511.547,5.288,calculated,7465.8842,0.0211,calculated,-1447.261,15.2387,calculated,251.079991431,5.676,calculated
151,100,251,Fm,75958.808,14.292,calculated,7457.0013,0.0569,calculated,-3007.9406,23.7108,calculated,251.08154513,15.342,calculated
150,101,251,Md,78966.749,18.919,calculated,7441.9005,0.0754,calculated,-3882.0,182.0,estimated,251.084774287,20.31,calculated
149,102,251,No,82849.0,181.0,estimated,7423.0,1.0,estimated,-4981.0,270.0,estimated,251.088942,194.0,estimated
148,103,251,Lr,87830.0,200.0,estimated,7400.0,1.0,estimated,,,absent,251.094289,215.0,estimated
156,96,252,Cm,79056.0,298.0,estimated,7460.0,1.0,estimated,521.0,359.0,estimated,252.08487,320.0,estimated
155,97,252,Bk,78535.0,200.0,estimated,7459.0,1.0,estimated,2500.0,200.0,estimated,252.08431,215.0,estimated
154,98,252,Cf,76034.61,2.358,calculated,7465.3474,0.0094,calculated,-1260.0,50.0,calculated,252.081626507,2.531,calculated
153,99,252,Es,77294.61,50.056,calculated,7457.2428,0.1986,calculated,477.9998,50.322,calculated,252.082979173,53.736,calculated
152,100,252,Fm,76816.611,5.221,calculated,7456.0351,0.0207,calculated,-3650.5075,91.4356,calculated,252.082466019,5.604,calculated
151,101,252,Md,80467.118,91.286,calculated,7438.4444,0.3622,calculated,-2404.2523,91.7581,calculated,252.086385,98.0,calculated
150,102,252,No,82871.37,9.292,calculated,7425.7992,0.0369,calculated,-5666.0,185.0,estimated,252.08896607,9.975,calculated
149,103,252,Lr,88537.0,185.0,estimated,7400.0,1.0,estimated,,,absent,252.095048,198.0,estimated
156,97,253,Bk,80929.0,359.0,estimated,7451.0,1.0,estimated,1627.0,359.0,estimated,253.08688,385.0,estimated
155,98,253,Cf,79301.562,4.257,calculated,7454.8297,0.0168,calculated,291.0753,4.385,calculated,253.085133723,4.57,calculated
154,99,253,Es,79010.486,1.249,calculated,7452.8879,0.0049,calculated,-335.0623,1.0782,calculated,253.084821241,1.341,calculated
153,100,253,Fm,79345.549,1.549,calculated,7448.4712,0.0061,calculated,-1827.0,31.0,estimated,253.085180945,1.662,calculated
152,101,253,Md,81173.0,31.0,estimated,7438.0,0.0,estimated,-3186.0,32.0,estimated,253.087143,34.0,estimated
151,102,253,No,84358.696,6.912,calculated,7422.4719,0.0273,calculated,-4164.7752,164.6791,calculated,253.09056278,7.42,calculated
150,103,253,Lr,88523.471,164.534,calculated,7402.918,0.6503,calculated,-5118.0,442.0,estimated,253.09503385,176.634,calculated
149,104,253,Rf,93642.0,410.0,estimated,7380.0,2.0,estimated,,,absent,253.100528,440.0,estimated
157,97,254,Bk,84393.0,298.0,estimated,7440.0,1.0,estimated,3052.0,298.0,estimated,254.0906,320.0,estimated
156,98,254,Cf,81341.395,11.462,calculated,7449.2259,0.0451,calculated,-652.7561,11.8014,calculated,254.087323575,12.304,calculated
155,99,254,Es,81994.151,2.936,calculated,7443.5759,0.0116,calculated,1091.63,2.2858,calculated,254.088024337,3.152,calculated
154,100,254,Fm,80902.521,1.843,calculated,7444.7936,0.0073,calculated,-2550.0,100.0,estimated,254.086852424,1.978,calculated
153,101,254,Md,83453.0,100.0,estimated,7432.0,0.0,estimated,-1271.0,100.0,estimated,254.08959,107.0,estimated
152,102,254,No,84723.312,9.658,calculated,7423.5909,0.038,calculated,-4922.5753,91.8208,calculated,254.090954211,10.367,calculated
151,103,254,Lr,89645.887,91.312,calculated,7401.1306,0.3595,calculated,-3555.0,298.0,estimated,254.096238813,98.026,calculated
150,104,254,Rf,93201.0,283.0,estimated,7384.0,1.0,estimated,,,absent,254.100055,304.0,estimated
157,98,255,Cf,84809.0,200.0,estimated,7438.0,1.0,estimated,720.0,200.0,estimated,255.091046,215.0,estimated
156,99,255,Es,84089.237,10.817,calculated,7437.8216,0.0424,calculated,288.7717,10.1024,calculated,255.090273504,11.612,calculated
155,100,255,Fm,83800.465,3.934,calculated,7435.886,0.0154,calculated,-1041.6037,6.7172,calculated,255.089963495,4.223,calculated
154,101,255,Md,84842.069,5.567,calculated,7428.7333,0.0218,calculated,-1969.8648,15.1096,calculated,255.091081702,5.976,calculated
153,102,255,No,86811.934,14.047,calculated,7417.9403,0.0551,calculated,-3135.3716,22.5952,calculated,255.093196439,15.079,calculated
152,103,255,Lr,89947.305,17.698,calculated,7402.5767,0.0694,calculated,-4382.0,182.0,estimated,255.096562399,19.0,calculated
151,104,255,Rf,94329.0,181.0,estimated,7382.0,1.0,estimated,-5265.0,336.0,estimated,255.101267,194.0,estimated
150,105,255,Db,99595.0,283.0,estimated,7359.0,1.0,estimated,,,absent,255.106919,304.0,estimated
158,98,256,Cf,87041.0,314.0,estimated,7432.0,1.0,estimated,-144.0,330.0,estimated,256.093442,338.0,estimated
157,99,256,Es,87185.0,100.0,estimated,7428.0,0.0,estimated,1700.0,100.0,estimated,256.093597,107.0,estimated
156,100,256,Fm,85484.796,3.02,calculated,7431.7888,0.0118,calculated,-1971.0,124.0,estimated,256.091771699,3.241,calculated
155,101,256,Md,87456.0,124.0,estimated,7421.0,0.0,estimated,-367.0,124.0,estimated,256.093888,133.0,estimated
154,102,256,No,87823.046,7.548,calculated,7416.5429,0.0295,calculated,-3923.5573,83.2459,calculated,256.094281912,8.103,calculated
153,103,256,Lr,91746.603,82.903,calculated,7398.1605,0.3238,calculated,-2475.3893,84.8025,calculated,256.098494024,89.0,calculated
152,104,256,Rf,94221.992,17.848,calculated,7385.4349,0.0697,calculated,-6076.0,188.0,estimated,256.101151464,19.16,calculated
151,105,256,Db,100298.0,187.0,estimated,7359.0,1.0,estimated,,,absent,256.107674,201.0,estimated
158,99,257,Es,89403.0,411.0,estimated,7422.0,2.0,estimated,813.0,411.0,estimated,257.095979,441.0,estimated
157,100,257,Fm,88590.137,4.35,calculated,7422.1942,0.0169,calculated,-402.3347,4.5748,calculated,257.095105419,4.669,calculated
156,101,257,Md,88992.472,1.569,calculated,7417.5845,0.0061,calculated,-1254.5923,6.1695,calculated,257.095537343,1.683,calculated
155,102,257,No,90247.064,6.197,calculated,7409.6587,0.0241,calculated,-2418.0,45.0,estimated,257.096884203,6.652,calculated
154,103,257,Lr,92665.0,44.0,estimated,7397.0,0.0,estimated,-3201.0,45.0,estimated,257.09948,47.0,estimated
153,104,257,Rf,95866.389,10.817,calculated,7381.7053,0.0421,calculated,-4287.8969,164.9888,calculated,257.102916796,11.612,calculated
152,105,257,Db,100154.285,164.634,calculated,7361.9767,0.6406,calculated,,,absent,257.107520042,176.741,calculated
159,99,258,Es,92702.0,401.0,estimated,7412.0,2.0,estimated,2276.0,448.0,estimated,258.09952,430.0,estimated
158,100,258,Fm,90426.0,200.0,estimated,7418.0,1.0,estimated,-1264.0,200.0,estimated,258.097077,215.0,estimated
157,101,258,Md,91690.35,3.474,calculated,7409.6615,0.0135,calculated,213.0,100.0,estimated,258.098433634,3.729,calculated
156,102,258,No,91477.0,100.0,estimated,7407.0,0.0,estimated,-3304.0,143.0,estimated,258.098205,107.0,estimated
155,103,258,Lr,94782.0,102.0,estimated,7392.0,0.0,estimated,-1562.0,103.0,estimated,258.101753,109.0,estimated
154,104,258,Rf,96344.338,16.104,calculated,7382.5257,0.0624,calculated,-5163.3651,93.2584,calculated,258.103429895,17.288,calculated
153,105,258,Db,101507.703,91.857,calculated,7359.4803,0.356,calculated,-3788.0,423.0,estimated,258.108972995,98.613,calculated
152,106,258,Sg,105296.0,413.0,estimated,7342.0,2.0,estimated,,,absent,258.11304,443.0,estimated
159,100,259,Fm,93704.0,283.0,estimated,7407.0,1.0,estimated,140.0,300.0,estimated,259.100596,304.0,estimated
158,101,259,Md,93564.0,101.0,estimated,7405.0,0.0,estimated,-515.0,101.0,estimated,259.100445,108.0,estimated
157,102,259,No,94079.381,6.362,calculated,7399.9714,0.0246,calculated,-1771.0,71.0,estimated,259.100998364,6.829,calculated
156,103,259,Lr,95851.0,71.0,estimated,7390.0,0.0,estimated,-2516.0,101.0,estimated,259.1029,76.0,estimated
155,104,259,Rf,98367.0,72.0,estimated,7377.0,0.0,estimated,-3624.0,92.0,estimated,259.105601,78.0,estimated
154,105,259,Db,101991.021,56.685,calculated,7360.3626,0.2189,calculated,-4528.0,190.0,estimated,259.109491859,60.854,calculated
153,106,259,Sg,106519.0,181.0,estimated,7340.0,1.0,estimated,,,absent,259.114353,194.0,estimated
160,100,260,Fm,95766.0,435.0,estimated,7402.0,2.0,estimated,-784.0,537.0,estimated,260.102809,467.0,estimated
159,101,260,Md,96550.0,316.0,estimated,7396.0,1.0,estimated,940.0,374.0,estimated,260.10365,339.0,estimated
158,102,260,No,95610.0,200.0,estimated,7397.0,1.0,estimated,-2667.0,236.0,estimated,260.102641,215.0,estimated
157,103,260,Lr,98277.0,125.0,estimated,7383.0,0.0,estimated,-871.0,236.0,estimated,260.105504,134.0,estimated
156,104,260,Rf,99148.0,200.0,estimated,7377.0,1.0,estimated,-4525.0,221.0,estimated,260.10644,215.0,estimated
155,105,260,Db,103673.0,93.0,estimated,7357.0,0.0,estimated,-2875.0,95.0,estimated,260.111297,100.0,estimated
154,106,260,Sg,106547.495,20.536,calculated,7342.5632,0.079,calculated,-6576.0,197.0,estimated,260.114383435,22.045,calculated
153,107,260,Bh,113123.0,196.0,estimated,7314.0,1.0,estimated,,,absent,260.121443,211.0,estimated
160,101,261,Md,98578.0,509.0,estimated,7391.0,2.0,estimated,123.0,547.0,estimated,261.105828,546.0,estimated
159,102,261,No,98455.0,200.0,estimated,7388.0,1.0,estimated,-1102.0,283.0,estimated,261.105696,215.0,estimated
158,103,261,Lr,99557.0,200.0,estimated,7381.0,1.0,estimated,-1761.0,211.0,estimated,261.106879,215.0,estimated
157,104,261,Rf,101318.233,65.663,calculated,7371.3858,0.2516,calculated,-2990.0,128.0,estimated,261.108769591,70.492,calculated
156,105,261,Db,104308.0,110.0,estimated,7357.0,0.0,estimated,-3697.0,112.0,estimated,261.111979,118.0,estimated
155,106,261,Sg,108005.004,18.494,calculated,7339.771,0.0709,calculated,-5074.4052,180.7519,calculated,261.115948135,19.853,calculated
154,107,261,Bh,113079.41,179.803,calculated,7317.3313,0.6889,calculated,,,absent,261.121395733,193.026,calculated
161,101,262,Md,101667.0,448.0,estimated,7382.0,2.0,estimated,1566.0,575.0,estimated,262.109144,481.0,estimated
160,102,262,No,100101.0,361.0,estimated,7385.0,1.0,estimated,-2004.0,412.0,estimated,262.107463,387.0,estimated
159,103,262,Lr,102105.0,200.0,estimated,7374.0,1.0,estimated,-287.0,300.0,estimated,262.109615,215.0,estimated
158,104,262,Rf,102392.0,224.0,estimated,7370.0,1.0,estimated,-3861.0,265.0,estimated,262.109923,240.0,estimated
157,105,262,Db,106253.0,143.0,estimated,7352.0,1.0,estimated,-2116.0,145.0,estimated,262.114067,154.0,estimated
156,106,262,Sg,108369.072,22.167,calculated,7341.1736,0.0846,calculated,-5883.0463,95.6774,calculated,262.116338978,23.797,calculated
155,107,262,Bh,114252.119,93.074,calculated,7315.7331,0.3552,calculated,,,absent,262.122654688,99.919,calculated
161,102,263,No,103129.0,490.0,estimated,7376.0,2.0,estimated,-540.0,539.0,estimated,263.110714,526.0,estimated
160,103,263,Lr,103669.0,224.0,estimated,7371.0,1.0,estimated,-1087.0,271.0,estimated,263.111293,240.0,estimated
159,104,263,Rf,104757.0,153.0,estimated,7364.0,1.0,estimated,-2353.0,227.0,estimated,263.112461,164.0,estimated
158,105,263,Db,107110.0,168.0,estimated,7352.0,1.0,estimated,-3085.0,193.0,estimated,263.114987,180.0,estimated
157,106,263,Sg,110195.0,95.0,estimated,7337.0,0.0,estimated,-4301.0,320.0,estimated,263.118299,101.0,estimated
156,107,263,Bh,114496.0,305.0,estimated,7318.0,1.0,estimated,-5182.0,363.0,estimated,263.122916,328.0,estimated
